Temp,Weight
34.97708481296959,35.0
36.15272585261241,34.96551724137931
36.91668266916382,34.93103448275862
37.84942480628376,34.89655172413793
38.88514776485304,34.86206896551724
39.96890200366899,34.82758620689655
40.9423214553203,34.79310344827586
41.84984706072305,34.75862068965517
42.75121569436673,34.72413793103448
44.17337425175126,34.68965517241379
45.16208466417329,34.6551724137931
45.84635930116298,34.62068965517241
46.89314523271297,34.58620689655172
47.7666871433086,34.55172413793102
48.7529254690269,34.51724137931033
50.02744955031183,34.48275862068964
51.22542791875654,34.44827586206895
51.99755567130931,34.41379310344826
52.75930147865577,34.37931034482757
53.98571213610089,34.34482758620688
55.12079338333652,34.31034482758619
56.05507902694767,34.2758620689655
57.07077562147229,34.24137931034481
57.92906793213774,34.20689655172412
59.17962214456735,34.17241379310343
59.95521534544598,34.13793103448274
61.24949529148318,34.10344827586205
62.04109131244285,34.06896551724136
62.82407747002108,34.03448275862067
64.08784150962639,33.99999999999998
65.23701881594548,33.96551724137929
66.22199446389993,33.9310344827586
66.84906094247394,33.89655172413791
67.99135142941644,33.86206896551722
69.03320808361164,33.82758620689653
69.91130339640578,33.79310344827584
70.82154988018551,33.75862068965515
71.93113700165331,33.72413793103446
72.77221266133105,33.68965517241377
74.07276435994889,33.65517241379307
74.94206095567623,33.62068965517238
75.91170797718553,33.58620689655169
76.86494536387836,33.551724137931
78.08994832632644,33.51724137931031
79.14483788404195,33.48275862068962
80.16514681906419,33.44827586206893
81.01037922827985,33.41379310344824
82.12887180096558,33.37931034482755
82.85441141287866,33.34482758620686
83.97364310435725,33.31034482758617
85.12628426372345,33.27586206896548
86.01536472640599,33.24137931034479
87.02142394259072,33.2068965517241
87.80466731271682,33.17241379310341
88.82647597992228,33.13793103448272
89.83243240924689,33.10344827586203
90.77009894585004,33.06896551724134
91.78584648831,33.03448275862065
93.09442613755674,32.99999999999996
94.14352711271468,32.96551724137927
94.94951105670575,32.93103448275858
96.01522700732846,32.89655172413789
96.91993274856608,32.8620689655172
98.0519969691079,32.82758620689651
98.85812413311615,32.79310344827582
99.91843846122396,32.75862068965512
101.1380120181321,32.72413793103443
102.2060027388764,32.68965517241374
103.2099344058012,32.65517241379305
104.0475839302925,32.62068965517236
104.9141095585827,32.58620689655167
105.8498688897127,32.55172413793098
107.2013868950432,32.51724137931029
107.757236663859,32.4827586206896
109.0691499400552,32.44827586206891
110.1524590496106,32.41379310344822
111.0676478538686,32.37931034482753
111.9939591577807,32.34482758620684
113.14638584717,32.31034482758615
114.070223228304,32.27586206896546
115.1587152516693,32.24137931034477
116.1491920879266,32.20689655172408
117.0040243766212,32.17241379310339
117.8407617546322,32.1379310344827
119.1585238371163,32.10344827586201
120.0298183085985,32.06896551724132
121.0915562196123,32.03448275862063
121.8287922015194,31.99999999999994
123.022276960212,31.96551724137925
124.1408347233974,31.93103448275856
124.8917316196938,31.89655172413786
126.1059272517072,31.86206896551717
126.7694879726997,31.82758620689648
128.0549363122748,31.79310344827579
128.8397672826167,31.7586206896551
130.0942304398915,31.72413793103441
131.1490699264413,31.68965517241372
132.0499604006886,31.65517241379303
132.8840273283624,31.62068965517234
133.9311753507667,31.58620689655165
135.052628258556,31.55172413793096
136.1775395901305,31.51724137931027
137.2098361559786,31.48275862068958
138.239118337094,31.44827586206889
138.8758139901333,31.4137931034482
139.7884500164449,31.37931034482751
141.1015880121961,31.34482758620682
142.0906023541398,31.31034482758613
143.0231413389342,31.27586206896544
144.1202092867785,31.24137931034475
144.9731168647276,31.20689655172406
146.0568804557349,31.17241379310337
147.0600796638317,31.13793103448268
148.2355971617924,31.10344827586199
148.8236718129997,31.0689655172413
150.0006330080556,31.03448275862061
151.0708224625978,30.99999999999991
151.8904862536619,30.96551724137922
153.0841870292881,30.93103448275853
154.0967508307655,30.89655172413784
154.8874214201485,30.86206896551715
156.1009668261755,30.82758620689646
157.0516095149618,30.79310344827577
157.9910810084466,30.75862068965508
159.0991691121168,30.72413793103439
160.0907409390081,30.6896551724137
161.0571700953433,30.65517241379301
162.0753594238015,30.62068965517232
163.1507815328576,30.58620689655163
164.1065599630324,30.55172413793094
165.1578931142719,30.51724137931025
165.9786950487945,30.48275862068956
166.9610275364713,30.44827586206887
167.9360164048173,30.41379310344818
169.0845690680712,30.37931034482749
169.9953001062771,30.3448275862068
171.1126287297597,30.31034482758611
172.2462195109084,30.27586206896542
173.1530469522418,30.24137931034473
173.8316898838677,30.20689655172404
175.2384110303034,30.17241379310335
176.239939818615,30.13793103448265
177.027836015263,30.10344827586196
177.9777687481877,30.06896551724127
179.052794337607,30.03448275862058
179.8185263977723,29.99999999999989
180.8171153079877,29.9655172413792
181.7774114609336,29.93103448275851
182.870688531362,29.89655172413782
184.1785517629088,29.86206896551713
185.0522696365734,29.82758620689644
185.858619863539,29.79310344827575
186.9216449191987,29.75862068965506
188.1796859951197,29.72413793103437
189.0894664942225,29.68965517241368
189.9691288455171,29.65517241379299
191.1969240725999,29.6206896551723
192.140713191111,29.58620689655161
193.204924961213,29.55172413793092
193.9881032723501,29.51724137931023
195.0103939879334,29.48275862068954
196.0296314674185,29.44827586206885
196.899358953695,29.41379310344816
198.1065881334814,29.37931034482747
198.9042307991575,29.34482758620678
199.8969576774284,29.31034482758609
201.0012294272167,29.2758620689654
202.1887481709318,29.2413793103447
202.7534214160529,29.20689655172401
204.2109955302298,29.17241379310332
204.9284167327919,29.13793103448263
205.8033736714851,29.10344827586194
206.784358459333,29.06896551724125
207.8500935782663,29.03448275862056
208.9636961593281,28.99999999999987
210.0287983097284,28.96551724137918
211.1246029121222,28.93103448275849
212.0745876464241,28.8965517241378
212.9672798779671,28.86206896551711
213.881775130028,28.82758620689642
214.7788656418926,28.79310344827573
216.0269111635496,28.75862068965504
217.0376446833632,28.72413793103435
218.2089641339448,28.68965517241366
218.881475727914,28.65517241379297
219.758383784999,28.62068965517228
221.1181736657228,28.58620689655159
222.0400076762248,28.5517241379309
222.8594962191241,28.51724137931021
223.878266812733,28.48275862068952
224.8341299284604,28.44827586206883
